671, 5033 CLOVER GLEN WAY, 95824           
672, 8725 GRAYLING WAY, 95826              
673, 2970 WRIGHT ST, 95821                 
674, 4329 IOWA AVE, 95824                  
675, 5030 42ND ST, 95820                   
676, 4951 JOLANA LN, 95660                 
677, 7417 SAN NITA WAY, 95628              
678, 3316 Q ST, 95660                      
679, 2840 AUBURN BLVD, 95821               
680, 5109 VON WAY, 95608                   
681, 5900 CLOVER MANOR WAY, 95824          
682, 4343 WILLIAMSBOURGH DR, 95823         
683, 8514 FLANNERY WAY, 95828              
684, 3636 EDISON AVE,Unit 1, 95821         
685, 7561 WATERWILLOW DR, 95828            
686, 4016 RENICK WAY, 95660                
687, 5432 OLYMPIC WAY, 95842               
688, 5308 ROCKWELL RD, 95660               
689, 7124 18TH ST, 95673                   
690, 6812 GOLD RUN AVE, 95842              
691, 9054 TRUJILLO WAY, 95826              
692, 9046 TRUJILLO WAY, 95826              
693, 4121 JUSTIN WAY, 95826                
694, 2911 BELL ST, 95821                   
695, 5657 ODEA DR, 95824                   
696, 8149 SANTA JUANITA AVE, 95662         
697, 6404 STONEMAN DR, 95660               
698, 6901 MIRADOR WAY, 95828               
699, 4545 S PARK DR, 95821                 
700, 8377 ELK GROVE FLORIN RD, 95829       
701, 4140 ERNESTINE WAY, 95660             
702, 4200 14TH AVE, 95820                  
703, 7601 PICKOI CIR, 95828                
704, 2721 TIOGA WAY, 95821                 
705, 4848 COTTAGE WAY, 95608               
706, 3813 GALBRATH DR, 95660               
707, 5130 38TH AVE, 95824                  
708, 5110 38TH AVE, 95824                  
709, 6444 6TH ST, 95673                    
710, 5800 ROSEBUD LN, 95841                
711, 4901 TRAVERTINE CIR, 95841 
